dabs 1.2345 1.2345
dabs -1.2345 1.2345 
dabs 1.2345e+20 1.2345e+20 
dabs -9.987e+25 9.987e+25 
dabs -7.89e-24 7.89e-24 
dabs 5.67e-15 5.67e-15
exp -40.0 4.248354255291e-18 
exp -30.0 9.357622968840e-14 
exp -20.0 2.061153622438e-09 
exp -10.0 4.539992976248e-05 
exp -2.0 1.353352832366e-01 
exp -1.0  0.36787944117144232159552377016146087
exp -0.25 0.77880078307140486824517026697832065
exp 0.0 1.000000000000e00 
exp  0.25 1.28402541668774148407342056806243646
exp  1.0  2.71828182845904523536028747135266250
exp 2.0 7.389056098930e00 
exp 10.0 2.202646579480e04 
exp 20.0 4.851651954097e08 
exp 30.0 1.068647458152e13 
exp 40.0 2.353852668370e17 
sqrt 0.0 0.0
sqrt 4.999999999999999999e-02 2.236067977499789696e-01
sqrt 2.500000000000000000e-01 5.000000000000000000e-01
sqrt 5.000000000000000000e-01 7.071067811865475243e-01
sqrt 1.000000000000000000e00 1.000000000000000000e00
sqrt 2.000000000000000000e00 1.414213562373095048e00
sqrt 1.000000000000000000e01 3.162277660168379332e00
sqrt 3.000000000000000000e01 5.477225575051661134e00
sqrt 7.000000000000000000e01 8.366600265340755481e00
sqrt 2.000000000000000000e02 1.414213562373095049e01
sqrt 1.999999999999999999e32 1.414213562373095048e16
sqrt 0.6366197723675813430755350534900574 0.79788456080286535587989211986876373
sqrt 3.1415926535897932384626433832795028 1.77245385090551602729816748334114518
log 4.999999999999999999e-02 -2.995732273553990993e00 
log 2.500000000000000000e-01 -1.386294361119890618e00 
log 5.000000000000000000e-01 -6.931471805599453094e-01 
log 1.000000000000000000e00 0.000000000000000000e00 
log 2.0 0.69314718055994530941723212145817657
log 4.0 1.38629436111989061883446424291635313
log 10.0 2.30258509299404568401799145468436421
log 1.000000000000000000e01 2.302585092994045684e00 
log 3.000000000000000000e01 3.401197381662155375e00 
log 5.000000000000000000e01 3.912023005428146058e00 
log 2.000000000000000000e02 5.298317366548036677e00 
log 1.999999999999999999e32 7.437587015636940721e01 
atanh -9.999899999999999999e-01 -6.103033822758835533e00 
atanh -5.000000000000000000e-01 -5.493061443340548457e-01 
atanh -2.500000000000000000e-01 -2.554128118829953416e-01 
atanh 0.000000000000000000e00 0.000000000000000000e00 
atanh 2.500000000000000000e-01 2.554128118829953415e-01 
atanh 5.000000000000000000e-01 5.493061443340548457e-01 
atanh 9.999899999999999999e-01 6.103033822758835533e00
sinh -8.000000000000000000e01 -2.770311192196755026e34 
sinh -1.000000000000000000e01 -1.101323287470339337e04 
sinh -5.000000000000000000e-01 -5.210953054937473615e-01 
sinh 0.000000000000000000e00 0.000000000000000000e00 
sinh 1.500000000000000000e00 2.129279455094817497e00 
sinh 1.000000000000000000e01 1.101323287470339337e04 
sinh 8.000000000000000000e01 2.770311192196755026e34
cosh -8.000000000000000000e01 2.770311192196755026e34 
cosh -1.000000000000000000e01 1.101323292010332313e04 
cosh -5.000000000000000000e-01 1.127625965206380785e00 
cosh 0.000000000000000000e00 1.000000000000000000e00 
cosh 1.500000000000000000e00 2.352409615243247325e00 
cosh 1.000000000000000000e01 1.101323292010332313e04 
cosh 8.000000000000000000e01 2.770311192196755026e34
tanh -8.000000000000000000e01 -1.000000000000000000e00 
tanh -1.000000000000000000e01 -9.999999958776927635e-01 
tanh -5.000000000000000000e-01 -4.621171572600097586e-01 
tanh 0.000000000000000000e00 0.000000000000000000e00 
tanh 1.500000000000000000e00 9.051482536448664383e-01 
tanh 1.000000000000000000e01 9.999999958776927635e-01 
tanh 8.000000000000000000e01 1.000000000000000000e00
sin 5.00e-11 5.000000000000000000e-11 
sin 0.0 0.0 
sin 0.25 0.24740395925452292959684870484938920
sin 0.5 0.47942553860420300027328793521557139
sin 0.78539816339744830961556084581987572 0.70710678118654752440084436210484903
sin -0.7853981633974483096155608458198757 -0.7071067811865475244008443621048490
sin 1.0 0.84147098480789650665250232163029900
sin 2.00e00 9.092974268256816953e-01 
sin 2.50e00 5.984721441039564939e-01 
sin 3.50e00 -3.507832276896198480e-01 
sin 4.00e00 -7.568024953079282514e-01 
sin 5.00e00 -9.589242746631384689e-01 
sin 6.00e00 -2.794154981989258727e-01 
sin 7.50e00 9.379999767747388579e-01 
sin 8.00e00 9.893582466233817778e-01 
sin 9.00e00 4.121184852417565697e-01 
sin 9.50e00 -7.515112046180930728e-02 
sin -5.00e-01 -4.794255386042030000e-01 
sin -1.00e00 -8.414709848078965066e-01 
sin -2.00e00 -9.092974268256816953e-01 
sin -2.50e00 -5.984721441039564939e-01 
sin -3.50e00 3.507832276896198480e-01 
sin -4.00e00 7.568024953079282514e-01 
sin -5.00e00 9.589242746631384689e-01 
sin -5.50e00 7.055403255703919063e-01 
sin -6.50e00 -2.151199880878155242e-01 
sin -7.50e00 -9.379999767747388579e-01 
sin -8.00e00 -9.893582466233817778e-01 
sin -9.00e00 -4.121184852417565697e-01 
sin -9.50e00 7.515112046180930728e-02 
cos 5.00e-11 9.999999999999999997e-01 
cos 0.00e00 9.999999999999999997e-01 
cos 5.00e-01 8.77582561890372716e-01 
cos 1.00e00 5.403023058681397173e-01 
cos 2.00e00 -4.161468365471423870e-01 
cos 2.50e00 -8.011436155469337148e-01 
cos 3.50e00 -9.364566872907963376e-01 
cos 4.00e00 -6.536436208636119144e-01 
cos 5.00e00 2.836621854632262644e-01 
cos 5.50e00 7.086697742912599999e-01 
cos 6.50e00 9.765876257280234999e-01 
cos 7.50e00 3.466353178350258109e-01 
cos 8.00e00 -1.455000338086135258e-01 
cos 9.00e00 -9.111302618846769882e-01 
cos 9.50e00 -9.971721561963784728e-01 
cos -5.00e-01 8.775825618903727160e-01 
cos -1.00e00 5.403023058681397173e-01 
cos -2.00e00 -4.161468365471423870e-01 
cos -2.50e00 -8.011436155469337148e-01 
cos -3.50e00 -9.364566872907963376e-01 
cos -4.00e00 -6.536436208636119144e-01 
cos -5.00e00 2.836621854632262644e-01 
cos -6.00e00 9.601702866503660205e-01 
cos -6.50e00 9.765876257280234999e-01 
cos -7.50e00 3.466353178350258109e-01
cos -8.00e00 -1.455000338086135258e-01 
cos -9.00e00 -9.111302618846769882e-01 
cos -9.50e00 -9.971721561963784728e-01 
tan -2.000000000000000000e00 2.185039863261518991e00 
tan -1.000000000000000000e00 -1.557407724654902230e00 
tan -5.000000000000000000e-01 -5.463024898437905132e-01 
tan 0.000000000000000000e00 0.000000000000000000e00 
tan 0.39269908169872415480783042290993786 0.41421356237309504880168872420969807
